timestamp,value
1222819200,
1222840800,
1222862400,
1222884000,
1222905600,
1222927200,
1222948800,
1222970400,
1222992000,
1223013600,
1223035200,
1223056800,
1223078400,
1223100000,
1223121600,
1223143200,
1223164800,
1223186400,
1223208000,
1223229600,
1223251200,
1223272800,
1223294400,
1223316000,
1223337600,
1223359200,
1223380800,
1223402400,
1223424000,
1223445600,
1223467200,
1223488800,
1223510400,
1223532000,
1223553600,
1223575200,-0.4461549119226992
1223596800,-0.4478455940147069
1223618400,-0.4497085990710834
1223640000,-0.4516914394054713
1223661600,-0.45373697700039767
1223683200,-0.45579581677483
1223704800,-0.45779707563319977
1223726400,-0.4596926785885854
1223748000,-0.4614887825468232
1223769600,-0.4632262021831897
1223791200,-0.46494042059742097
1223812800,-0.46663535512944604
1223834400,-0.4683155970633711
1223856000,-0.46998573769211516
1223877600,-0.4716493540116976
1223899200,-0.4733119722877895
1223920800,-0.47497483509610633
1223942400,-0.47663032064808986
1223964000,-0.47828069441269794
1223985600,-0.4799356893764745
1224007200,-0.48159759634619237
1224028800,-0.48327306182659535
1224050400,-0.4849668766959039
1224072000,-0.4866782783081605
1224093600,-0.4884034491303978
1224115200,-0.49012553703139405
1224136800,-0.49184898816215755
1224158400,-0.4935882398893749
1224180000,-0.49530451739453163
1224201600,-0.4969202943156516
1224223200,-0.4982930987427525
1224244800,-0.49912183741232036
1224266400,-0.49965468084259834
1224288000,-0.4999982955784445
1224309600,-0.500174915073568
1224331200,-0.5001913057664082
1224352800,-0.5000187591761382
1224374400,-0.49962440604126535
1224396000,-0.4990004889088464
1224417600,-0.4981095173653101
1224439200,-0.4969692076148394
1224460800,-0.4956766064569686
1224482400,-0.49429322455980584
1224504000,-0.49284234334419963
1224525600,-0.4913722325820727
1224547200,-0.4899395110495414
1224568800,-0.48857552149128175
1224590400,-0.48729098852584624
1224612000,-0.4861048716442895
1224633600,-0.4850679943481916
1224655200,-0.484201478456609
1224676800,-0.4834939869414188
1224698400,-0.48294490050820366
1224720000,-0.48255679545532026
1224741600,-0.48231823425710973
1224763200,-0.48219007284796445
1224784800,-0.482100251532401
1224806400,-0.48198595176764
1224828000,-0.4818259730475167
1224849600,-0.4816312435746524
1224871200,-0.4814590806993456
1224892800,-0.4813755064723142
1224914400,-0.48143305127740266
1224936000,-0.4816629841142649
1224957600,-0.48206194366386274
1224979200,-0.4825684978379741
1225000800,-0.4830996424773839
1225022400,-0.4836023911759019
1225044000,-0.4840288237274868
1225065600,-0.48432153437086434
1225087200,-0.4844190860320987
1225108800,-0.4842635675047756
1225130400,-0.48381830799490677
1225152000,-0.48311578583464515
