timestamp,value
1222819200,-1.5804362313768627e-05
1222840800,-1.5804778444889457e-05
1222862400,-1.580488639383846e-05
1222884000,-1.5804914396972907e-05
1222905600,-1.5804921661292563e-05
1222927200,-1.5804923545741357e-05
1222948800,-1.5804924034607544e-05
1222970400,-1.5804924161500415e-05
1222992000,-1.5804924194709453e-05
1223013600,-1.5804924204448492e-05
1223035200,-1.580492421130876e-05
1223056800,-1.5804924229794933e-05
1223078400,-1.5804924298992307e-05
1223100000,-1.580492456520481e-05
1223121600,-1.5804925591285284e-05
1223143200,-1.5804929546674662e-05
1223164800,-1.5804944794248844e-05
1223186400,-1.5805003571939e-05
1223208000,-1.5805230153357925e-05
1223229600,-1.580610359937796e-05
1223251200,-1.5809470636064714e-05
1223272800,-1.582245018579074e-05
1223294400,-1.5872484897842812e-05
1223316000,-1.6065363114959555e-05
1223337600,-1.680888706288227e-05
1223359200,-1.9675088697253342e-05
1223380800,-3.07239753293828e-05
1223402400,-7.331619715554764e-05
1223424000,-0.00023750444711133538
1223445600,-0.0008704317814394025
1223467200,-0.0033102958438647264
1223488800,-0.004445795541202287
1223510400,-0.004808705912014963
1223532000,-0.004811350477634164
1223553600,-0.0067076629888486675
1223575200,-0.015147768575173916
1223596800,-0.014280249341515183
1223618400,-0.005128527515620235
1223640000,-4.6854164446190425e-05
1223661600,0.010719972272929668
1223683200,0.013648973327059706
1223704800,0.014294109769876662
1223726400,0.014116638512219382
1223748000,0.013945349237049105
1223769600,0.014015495390672839
1223791200,0.013915756595910503
1223812800,0.013895993671286768
1223834400,0.012757693600582536
1223856000,0.011580258257794247
1223877600,0.008929348747823657
1223899200,0.007406045759341258
1223920800,0.00823425865643443
1223942400,0.011009807836983267
1223964000,0.009240544371929602
1223985600,0.001145898370183418
1224007200,-0.009431135284947314
1224028800,-0.01949561051661021
1224050400,-0.024544955816422
1224072000,-0.025826633975110775
1224093600,-0.026772230510323004
1224115200,-0.028264852527886568
1224136800,-0.02883550823721579
1224158400,-0.029209729403503262
1224180000,-0.030349095703964355
1224201600,-0.031052873144651202
1224223200,-0.02730525980488683
1224244800,-0.012116362744553083
1224266400,-0.007620404508909789
1224288000,-0.006517407250965944
1224309600,-0.008256607464878406
1224331200,-0.007455461927018419
1224352800,-0.0024175547985801978
1224374400,-0.00034111232266746704
1224396000,0.0015475273637231973
1224417600,0.006290942200821669
1224439200,0.007589277127980356
1224460800,0.00836682063093002
1224482400,0.008362359365492913
1224504000,0.00845799206314619
1224525600,0.009717017756998745
1224547200,0.010545920678966486
1224568800,0.010433125292853652
1224590400,0.010565934114056425
1224612000,0.011205701268025168
1224633600,0.012052904745994002
1224655200,0.012179657089272452
1224676800,0.010497962638313589
1224698400,0.009815839943811229
1224720000,0.009428622510274832
1224741600,0.007977203730162663
1224763200,0.006800143206042771
1224784800,0.005772261174487547
1224806400,0.005512044353212222
1224828000,0.0048034711631004855
1224849600,0.0046761661263421675
1224871200,0.004440933357057324
1224892800,0.004474069338377249
1224914400,0.005540970427229289
1224936000,0.008689592413797673
1224957600,0.018784918257819284
1224979200,0.021610748076525264
1225000800,0.021981766965057555
1225022400,0.02026772112571195
1225044000,0.009812053674271744
1225065600,0.006827167168480196
1225087200,0.00550929461226748
1225108800,0.0057031961038265
1225130400,0.006036740091419247
1225152000,0.00599258618347389
